Year,Units,Табыс,Жынысы,Аймақ,Өңірлер,GeoCode,Value
2012,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Атырау,,6.3
2013,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Атырау,,5.2
2014,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Атырау,,8.0
2015,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Атырау,,10.0
2016,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Атырау,,7.7
2017,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Атырау,,5.2
2018,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Атырау,,4.2
2011,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Батыс Қазақстан,,20.5
2012,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Батыс Қазақстан,,27.4
2013,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Батыс Қазақстан,,21.6
2014,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Батыс Қазақстан,,17.8
2015,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Батыс Қазақстан,,18.7
2016,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Батыс Қазақстан,,15.4
2017,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Батыс Қазақстан,,14.5
2018,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Батыс Қазақстан,,9.2
2011,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Жамбыл,,24.5
2012,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Жамбыл,,36.4
2013,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Жамбыл,,11.7
2014,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Жамбыл,,15.2
2015,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Жамбыл,,31.8
2016,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Жамбыл,,27.9
2017,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Жамбыл,,18.3
2018,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Жамбыл,,11.8
2011,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Қарағанды,,10.8
2012,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Қарағанды,,11.6
2013,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Қарағанды,,10.2
2014,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Қарағанды,,6.8
2015,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Қарағанды,,10.7
2016,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Қарағанды,,8.0
2017,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Қарағанды,,7.4
2018,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Қарағанды,,4.3
2011,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Қостанай,,15.6
2012,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Қостанай,,17.0
2013,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Қостанай,,13.7
2014,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Қостанай,,11.2
2015,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Қостанай,,14.0
2016,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Қостанай,,13.9
2017,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Қостанай,,8.7
2018,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Қостанай,,9.1
2011,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Қызылорда,,13.2
2012,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Қызылорда,,12.2
2013,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Қызылорда,,9.8
2014,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Қызылорда,,11.5
2015,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Қызылорда,,22.6
2016,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Қызылорда,,18.6
2017,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Қызылорда,,14.8
2018,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Қызылорда,,11.7
2011,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Маңғыстау,,4.6
2012,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Маңғыстау,,4.0
2013,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Маңғыстау,,2.9
2014,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Маңғыстау,,3.0
2015,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Маңғыстау,,3.6
2016,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Маңғыстау,,2.8
2017,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Маңғыстау,,3.2
2018,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Маңғыстау,,4.1
2011,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Оңтүстік Қазақстан,,32.7
2012,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Оңтүстік Қазақстан,,40.9
2011,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Павлодар,,17.0
2012,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Павлодар,,15.4
2013,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Павлодар,,6.9
2014,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Павлодар,,6.9
2015,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Павлодар,,9.4
2016,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Павлодар,,8.1
2017,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Павлодар,,5.7
2018,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Павлодар,,7.3
2011,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Солтүстік Қазақстан,,21.9
2012,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Солтүстік Қазақстан,,20.1
2013,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Солтүстік Қазақстан,,18.2
2014,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Солтүстік Қазақстан,,15.3
2015,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Солтүстік Қазақстан,,14.7
2016,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Солтүстік Қазақстан,,11.2
2017,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Солтүстік Қазақстан,,9.9
2018,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Солтүстік Қазақстан,,7.6
2013,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Түркістан,,34.7
2014,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Түркістан,,31.4
2015,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Түркістан,,30.8
2016,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Түркістан,,29.6
2017,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Түркістан,,25.6
2018,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Түркістан,,19.3
2011,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Шығыс Қазақстан,,17.8
2012,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Шығыс Қазақстан,,15.0
2013,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Шығыс Қазақстан,,10.6
2014,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Шығыс Қазақстан,,10.6
2015,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Шығыс Қазақстан,,11.2
2016,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Шығыс Қазақстан,,7.9
2017,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Шығыс Қазақстан,,7.9
2018,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Шығыс Қазақстан,,6.9
2011,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Нұр-Сұлтан қаласы,,1.7
2012,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Нұр-Сұлтан қаласы,,1.3
2013,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Нұр-Сұлтан қаласы,,0.8
2014,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Нұр-Сұлтан қаласы,,0.5
2015,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Нұр-Сұлтан қаласы,,0.6
2016,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Нұр-Сұлтан қаласы,,0.8
2017,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Нұр-Сұлтан қаласы,,0.8
2018,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Нұр-Сұлтан қаласы,,0.8
2011,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Алматы қаласы,,2.0
2012,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Алматы қаласы,,1.1
2013,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Алматы қаласы,,1.1
2014,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Алматы қаласы,,1.2
2015,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Алматы қаласы,,1.6
2016,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Алматы қаласы,,1.7
2017,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Алматы қаласы,,1.3
2018,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Алматы қаласы,,2.2
2013,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Шымкент қаласы,,15.8
2014,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Шымкент қаласы,,10.4
2015,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Шымкент қаласы,,10.4
2016,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Шымкент қаласы,,3.4
2017,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Шымкент қаласы,,4.7
2018,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Шымкент қаласы,,3.3
2011,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,қала,Ақмола,,0.1
2012,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,қала,Ақмола,,0.3
2012,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,қала,Қостанай,,0.1
2011,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,қала,Оңтүстік Қазақстан,,0.2
2012,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,қала,Оңтүстік Қазақстан,,0.1
2013,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,қала,Солтүстік Қазақстан,,1.0
2014,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,қала,Түркістан,,0.3
